Moisture,Volatile_matter,Fixed_Carbon,Std.Ash,Hydrogen,Carbon,Nitrogen,Oxygen,Sulfur,GCV_kcal
12.61,31.83,33.85,21.71,5.53,50.8,0.99,20.41,0.56,4396.364013065481
11.52,31.85,34.29,22.34,5.37,51.25,1.01,19.45,0.58,4512.076231666951
12.7,31.4,32.0,23.9,5.3,48.5,1.0,20.6,0.7,4208.67219566415
15.3,27.92,30.49,26.29,5.11,43.52,0.78,22.94,1.36,3666.838205019282
14.5,28.5,34.1,22.9,5.2,48.2,1.0,22.3,0.4,3957.2145800948433
12.9,30.2,33.3,23.6,5.5,48.5,1.0,20.9,0.5,4110.096984087879
22.5,28.0,34.2,15.3,6.0,47.9,1.0,29.5,0.3,3596.0168225346183
12.9,30.5,30.3,26.3,5.1,46.2,0.9,21.0,0.5,3953.919223212543
18.5,28.7,36.6,16.2,5.7,50.3,1.0,26.0,0.8,4009.58408260176
8.0,33.1,33.1,25.8,4.6,50.8,1.4,16.7,0.7,4503.7071907539
21.7,29.6,32.6,16.1,6.0,47.7,0.9,28.9,0.4,3624.445279036152
13.7,31.1,32.5,22.7,5.4,48.6,1.0,21.8,0.5,4182.988267241877
17.4,30.2,39.2,13.2,5.9,54.1,1.2,25.1,0.5,4281.940795628673
20.4,29.0,36.9,13.7,6.0,51.0,1.1,27.8,0.4,3918.8156448053487
22.3,27.9,35.0,14.8,6.0,48.4,0.9,29.5,0.4,3639.797314219962
15.4,30.7,31.6,22.3,5.6,47.3,0.9,23.4,0.5,3944.2404588645477
12.56,30.41,32.44,24.59,5.28,47.54,0.93,20.96,0.7,4182.892263132372
13.1,32.1,36.0,18.8,5.5,52.6,1.1,21.5,0.5,4506.327917837814
12.7,31.5,34.7,21.1,5.3,50.9,0.9,21.2,0.6,4342.422185610405
12.11,29.96,34.28,23.65,5.31,48.84,0.96,20.71,0.53,4315.1657339978765
14.2,27.4,32.2,26.2,5.0,44.8,1.0,22.6,0.4,3745.434759582777
14.9,34.5,41.3,9.3,6.2,59.4,1.2,23.3,0.6,4914.5896246629445
12.5,31.0,34.8,21.7,5.3,50.1,1.1,21.2,0.6,4343.182522871547
17.2,31.6,39.4,11.8,6.0,55.1,1.2,25.5,0.4,4457.750996830899
16.7,33.4,37.0,12.9,5.9,54.5,1.1,25.2,0.4,4484.669782440762
14.63,34.27,38.19,12.91,5.67,56.49,1.0,23.39,0.54,4741.07874278238
15.4,32.4,41.2,11.0,5.9,57.2,1.2,24.1,0.6,4680.972462675058
13.39,31.56,34.93,20.12,5.48,50.61,0.9,22.37,0.52,4366.738408367049
16.8,27.0,32.0,24.2,5.1,44.0,0.9,25.4,0.4,3609.305255415477
6.1,36.3,40.3,17.3,5.2,59.7,1.2,15.9,0.7,5519.142310661729
15.81,35.15,38.01,11.03,6.06,56.68,0.95,24.54,0.74,4727.915355284007
10.84,30.89,31.67,26.6,5.09,46.7,0.93,20.14,0.54,4162.81182432777
13.7,36.3,37.7,12.3,6.2,56.9,1.1,22.7,0.8,4924.9448197074125
20.9,31.0,36.9,11.2,6.3,51.9,1.1,29.1,0.4,4074.161068322988
17.6,30.9,35.5,16.0,5.6,50.8,1.0,26.2,0.4,4079.489321479335
13.6,32.1,32.2,22.1,5.3,48.5,0.9,22.7,0.5,4111.626856565772
14.5,30.9,36.5,18.1,5.4,51.4,1.1,23.5,0.5,4294.6992055728415
15.8,32.4,40.2,11.6,5.7,56.3,1.1,24.8,0.5,4668.607871404644
11.5,30.3,40.8,17.4,5.1,54.7,1.2,21.1,0.5,4700.813608937827
12.7,33.5,35.3,18.5,5.4,52.3,1.0,22.2,0.6,4456.790650013097
11.2,37.3,38.6,12.9,5.6,58.9,1.1,20.9,0.6,5167.696518940932
6.6,37.6,41.7,14.1,5.5,61.7,1.2,16.9,0.6,5733.446149552799
15.0,31.7,37.4,15.9,5.6,52.4,1.1,24.4,0.6,4364.363534921841
11.63,30.64,34.82,22.91,5.14,48.94,0.96,21.55,0.5,4271.037805124097
9.8,40.1,42.6,7.5,5.8,64.3,1.4,20.2,0.8,5702.175254872218
16.1,30.4,39.5,14.0,5.6,52.7,1.2,25.9,0.6,4381.4673519207745
18.57,32.81,39.63,8.99,6.07,55.47,0.87,28.16,0.44,4422.837487214007
10.0,35.1,41.2,13.7,5.5,58.3,1.2,20.8,0.5,5112.154263929103
10.5,37.6,39.7,12.2,5.6,59.2,1.1,21.3,0.6,5201.004009618552
6.9,36.2,34.8,22.1,4.5,52.5,1.0,18.4,1.5,4640.232615438876
28.1,25.1,26.6,20.2,5.4,35.5,0.9,37.4,0.6,2274.6651868904128
11.2,33.6,41.8,13.4,5.5,57.1,1.1,22.4,0.5,4923.662458458771
20.64,32.86,39.67,6.83,6.17,53.97,0.9,31.56,0.57,4131.599652300162
6.6,32.8,54.2,6.4,5.0,67.2,1.3,19.6,0.5,5990.028208683525
23.4,26.1,23.5,27.0,4.6,32.1,0.9,34.9,0.5,2104.5323575081047
21.9,27.8,26.6,23.7,4.6,36.0,0.8,34.5,0.4,2436.13350148524
8.3,31.4,43.3,17.0,4.5,54.2,1.1,22.7,0.5,4608.145183056882
10.8,34.0,44.8,10.4,5.0,57.8,1.1,25.1,0.6,4813.1943786530455
22.1,29.3,29.8,18.8,4.9,39.8,0.9,35.4,0.2,2728.266258547959
9.1,35.3,42.7,12.9,4.7,56.9,1.1,24.0,0.4,4699.572749552769
8.8,32.0,45.0,14.2,4.3,55.8,1.1,24.0,0.6,4641.754586894397
12.4,30.2,33.9,23.5,4.1,43.1,0.9,27.8,0.6,3308.1092637736533
10.6,36.7,42.6,10.1,4.7,54.7,1.1,28.8,0.6,4474.147378547082
1.7,34.2,49.6,14.5,5.0,70.2,1.6,8.2,0.5,6830.80018243542
0.81,33.16,56.01,10.02,5.36,76.17,1.63,6.06,0.76,7572.030449899776
0.89,35.44,53.62,10.05,5.44,75.66,1.64,6.35,0.86,7539.459722392969
3.03,38.95,54.67,3.35,5.7,79.32,1.64,9.4,0.59,7679.130305716029
2.7,36.51,53.78,7.01,5.46,76.3,1.59,8.88,0.76,7355.939573150283
1.78,39.61,44.35,14.26,5.38,70.49,1.37,7.93,0.57,7036.227678887217
2.22,36.41,48.69,12.68,5.39,71.3,1.5,8.47,0.66,6916.798791178143
2.53,33.74,45.98,17.75,4.99,66.15,1.36,8.32,1.43,6409.056200173907
2.2,35.8,38.15,23.85,4.82,61.33,1.21,8.09,0.7,6018.703980560673
3.02,30.91,43.04,23.03,4.63,60.72,1.23,9.77,0.62,5840.705614141728
9.6,38.4,42.8,9.2,5.6,63.6,1.1,20.0,0.5,5609.497628647206
6.57,43.28,41.77,8.38,6.01,67.56,1.35,15.9,0.8,6338.874368190297
14.7,31.25,33.05,21.0,5.46,48.63,0.79,21.71,2.41,4174.269651469587
12.88,28.46,33.34,25.32,5.18,47.42,1.0,20.45,0.63,4111.9991146201355
15.45,35.11,39.72,9.72,6.23,58.04,0.88,23.09,2.04,4911.405971231157
11.96,33.05,35.72,19.27,5.48,53.57,1.03,20.08,0.57,4694.429064565647
16.38,31.2,38.22,14.2,6.06,53.55,0.94,24.05,1.2,4436.002097603388
12.25,33.75,36.14,17.86,5.63,54.18,1.14,20.63,0.56,4770.493439385735
13.55,30.6,37.81,18.04,5.52,52.92,1.05,21.85,0.62,4560.196039836609
15.76,33.92,35.51,14.81,5.97,54.05,0.96,23.83,0.38,4509.077208504321
12.61,32.83,32.5,22.06,5.4,49.86,0.98,21.13,0.57,4390.071632160735
17.82,36.2,37.3,8.68,6.09,56.32,0.89,25.85,2.17,4608.628064978288
17.68,36.23,36.21,9.88,6.12,56.12,1.03,25.77,1.08,4601.413939530099
15.18,35.94,35.9,12.98,5.85,55.17,0.91,23.8,1.29,4655.907443691159
13.52,33.27,39.59,13.62,5.86,55.83,0.89,22.43,1.37,4830.5712084579745
16.82,35.29,42.28,5.61,6.34,61.11,0.97,25.53,0.44,5006.843433169161
17.9,36.53,37.42,8.15,6.32,57.37,0.88,26.51,0.77,4667.5259185853165
16.02,31.65,40.71,11.62,5.96,55.69,0.97,24.94,0.82,4660.608807567612
16.39,35.09,40.84,7.68,6.37,58.9,0.91,25.28,0.86,4888.408612542051
17.29,35.03,39.56,8.12,6.13,57.47,0.94,26.18,1.16,4699.8894759353825
4.8,37.3,40.9,17.0,5.0,60.7,1.3,15.1,0.9,5685.4252546357075
16.41,35.29,40.84,7.46,6.09,59.13,1.09,25.63,0.6,4894.679143823865
7.8,32.3,31.1,28.8,4.4,45.7,1.5,14.0,5.6,4376.38990845556
8.1,38.0,33.0,20.9,4.7,51.2,1.6,14.5,7.1,4928.832504867876
8.6,27.8,34.1,29.5,4.5,48.0,1.4,15.1,1.5,4392.162661138383
24.1,27.1,33.3,15.5,5.8,44.4,0.7,29.5,4.1,3290.1186047826423
34.0,21.1,24.6,20.3,6.1,30.6,0.6,38.3,4.1,1995.3413389604998
37.5,22.5,22.7,17.3,6.2,31.9,0.4,42.4,1.8,1787.210395924242
25.5,27.1,37.5,9.9,6.0,48.3,0.7,32.0,3.1,3465.086064499767
27.8,26.2,24.0,22.0,5.5,33.0,0.7,34.1,4.7,2260.112389799478
17.2,29.1,31.0,22.7,4.8,45.0,1.5,24.8,1.2,3643.87090747515
39.96,26.91,25.83,7.3,6.86,39.27,0.75,45.02,0.8,2115.7305710989167
26.21,27.16,35.97,10.66,6.04,46.78,0.47,32.99,3.06,3363.287531964636
28.92,25.15,33.05,12.88,6.16,43.87,0.95,35.41,0.73,2946.1935330495694
24.9,27.8,36.8,10.5,6.1,49.0,0.7,31.9,1.8,3513.7964931994047
34.7,24.9,27.9,12.5,6.3,37.7,0.7,40.7,2.1,2321.3953179601017
29.9,27.2,23.4,19.5,5.9,33.7,0.7,36.5,3.7,2256.626823207795
25.5,26.5,38.2,9.8,5.9,46.8,0.7,32.6,4.2,3411.368998201968
33.1,22.8,20.5,23.6,5.9,28.6,0.4,39.4,2.1,1795.681799024655
36.6,23.4,28.0,12.0,6.6,37.0,0.7,42.6,1.1,2198.246434020036
27.59,23.2,32.33,16.88,5.87,41.24,0.87,34.74,0.4,2860.693737249783
28.23,25.24,33.96,12.57,6.27,44.17,0.9,35.32,0.77,3052.882819929099
30.9,26.1,32.2,10.8,6.5,43.1,1.1,37.7,0.8,2847.263346308259
34.3,23.9,33.4,8.4,6.4,42.6,0.6,40.8,1.2,2560.2542326731927
26.1,26.1,30.6,17.2,5.7,40.0,0.8,33.6,2.7,2866.6440717180567
33.64,28.16,29.12,9.08,6.51,41.98,1.02,40.3,1.11,2599.9099464269793
37.8,25.2,27.9,9.1,6.9,38.6,0.7,44.0,0.7,2237.067689464533
27.5,26.2,34.4,11.9,6.0,45.8,0.7,35.0,0.6,3134.614776275664
30.06,25.62,36.1,8.22,6.54,46.1,0.89,37.3,0.95,3060.091153364214
39.4,24.8,25.3,10.5,6.8,35.7,0.5,45.6,0.9,1977.714896082399
21.6,27.3,41.0,10.1,6.4,51.7,0.9,29.8,1.1,3884.043183246243
37.49,26.69,25.18,10.64,6.78,37.38,0.68,43.98,0.54,2164.949763061686
33.2,27.7,30.5,8.6,6.5,42.5,0.8,40.2,1.4,2695.3751885316124
32.7,22.5,31.8,13.0,6.3,39.8,0.6,39.8,0.5,2427.223176051315
43.44,26.18,24.5,5.88,6.81,36.83,0.67,49.35,0.46,1903.9571325492989
39.1,24.7,26.9,9.3,6.8,37.1,0.5,45.5,0.8,2054.072444690901
27.0,26.3,40.2,6.5,6.2,50.7,0.7,34.8,1.1,3520.885231715472
26.4,28.9,35.6,9.1,6.4,49.0,0.7,34.3,0.5,3447.735935277999
25.7,28.0,37.6,8.7,6.2,49.6,0.8,33.7,1.0,3525.926372992347
27.0,28.3,37.8,6.9,6.3,50.2,0.8,34.9,0.9,3484.456490874357
37.9,24.6,25.8,11.7,6.6,35.5,0.4,44.6,1.2,2021.8242045298139
29.63,34.79,31.92,3.66,6.7,50.98,1.01,37.28,0.37,3427.675368452277
27.7,30.9,34.2,7.2,6.5,47.9,1.1,35.6,1.7,3357.917043687792
42.05,25.11,27.81,5.03,7.29,37.98,0.72,48.4,0.58,2049.151961197329
35.4,23.9,32.9,7.8,6.7,41.5,0.6,42.5,0.9,2480.758533165312
37.6,25.4,29.3,7.7,6.9,39.9,0.8,44.5,0.2,2355.088528047009
33.28,27.1,33.68,5.94,6.82,45.58,0.66,40.8,0.2,2867.695901292477
35.9,24.5,28.1,11.5,6.6,36.5,0.5,43.2,1.7,2223.607046301315
31.6,27.5,33.5,7.4,6.7,44.5,1.0,39.4,1.0,2890.174895113272
18.4,36.48,38.06,7.06,6.48,56.54,1.15,27.7,1.07,4541.256985876632
24.0,26.9,25.4,23.7,5.3,33.3,0.7,32.7,4.3,2417.067488987118
41.0,27.0,25.1,6.9,7.1,36.9,0.7,47.8,0.6,2019.784508312994
40.2,25.3,26.5,8.0,7.0,36.7,0.5,47.1,0.7,1990.418505223272
41.3,23.5,29.2,6.0,6.9,38.0,0.5,48.1,0.5,2035.28494800831
28.6,29.0,35.5,6.9,6.4,48.2,1.0,36.9,0.6,3290.4120198054147
31.8,26.9,32.7,8.6,6.3,42.5,0.8,39.8,2.0,2736.382946825364
24.3,28.2,36.0,11.5,6.0,47.7,1.0,33.2,0.6,3460.412342259321
27.0,28.1,36.3,8.6,6.2,47.5,1.2,35.6,0.9,3328.083019668561
28.8,27.8,36.4,7.0,6.5,48.1,0.8,37.2,0.4,3248.370409868136
37.9,24.4,30.1,7.6,6.8,39.0,0.7,45.3,0.6,2232.104851427514
39.17,27.12,28.36,5.35,6.92,40.24,0.74,46.45,0.3,2236.400148612459
39.6,27.0,27.0,6.4,7.2,38.5,0.7,46.9,0.3,2177.342836705674
30.45,28.7,33.15,7.7,6.5,45.0,0.95,38.8,1.05,2960.3980999836813
38.4,23.7,30.2,7.7,6.7,38.6,0.6,45.9,0.5,2150.497152271965
29.5,29.3,34.8,6.4,6.4,47.4,1.2,38.0,0.6,3220.311870731145
35.0,26.1,32.0,6.9,6.9,42.1,0.7,42.9,0.5,2544.156563581845
39.5,26.8,29.1,4.6,7.4,39.7,0.6,46.9,0.8,2270.9760089458982
28.6,29.1,30.4,11.9,6.1,41.6,0.8,37.3,2.3,2805.7256606161773
27.4,27.4,37.8,7.4,6.2,48.8,0.8,36.3,0.5,3397.261524514665
23.1,27.7,40.9,8.3,5.8,51.6,1.0,32.5,0.8,3804.19406823705
32.1,28.2,33.3,6.4,6.7,44.7,1.0,40.5,0.7,2851.732559135289
23.5,30.3,42.0,4.2,6.3,55.0,1.1,32.9,0.5,4046.35483882938
26.4,28.7,39.1,5.8,6.2,51.2,0.9,35.5,0.4,3558.067607801775
31.9,30.9,31.6,5.6,6.7,45.6,0.9,40.4,0.8,2932.662325253655
32.97,27.87,32.82,6.34,6.52,44.51,0.83,41.39,0.41,2790.994436084106
35.2,26.4,31.1,7.3,7.0,41.2,0.8,43.4,0.3,2485.587564952233
36.3,26.3,26.8,10.6,6.6,37.0,0.6,44.4,0.8,2184.249966353217
37.46,28.42,28.38,5.74,6.86,41.03,0.64,45.51,0.22,2330.852089374801
32.7,28.8,32.1,6.4,6.6,44.1,0.9,41.3,0.7,2827.677308962821
35.5,27.4,30.8,6.3,7.1,41.8,0.7,43.8,0.3,2509.556909419848
32.9,28.9,33.4,4.8,6.8,45.6,0.9,41.5,0.4,2878.794652285152
27.6,29.1,39.5,3.8,6.6,51.6,0.9,36.8,0.3,3532.564789060095
28.5,27.6,39.3,4.6,6.5,50.0,0.8,37.6,0.5,3450.182854200483
33.82,28.01,29.27,8.9,6.65,40.87,0.75,42.33,0.5,2546.9928180405423
36.3,24.7,30.7,8.3,6.7,39.4,0.7,44.6,0.3,2353.954874644167
29.5,29.1,38.1,3.3,6.4,50.1,1.1,38.6,0.5,3338.122997836503
24.6,30.0,40.2,5.2,6.2,53.1,0.8,34.3,0.4,3794.0076823093264
27.3,28.3,39.0,5.4,6.2,50.4,0.9,36.7,0.4,3442.72759709703
21.2,31.4,42.6,4.8,6.0,56.3,0.9,31.3,0.7,4250.675100623334
27.5,29.7,38.3,4.5,6.5,50.8,1.0,36.9,0.3,3508.877657742543
32.9,28.3,33.0,5.8,6.7,44.5,0.9,41.7,0.4,2769.349322565522
31.2,28.0,36.6,4.2,6.7,47.7,0.9,40.2,0.3,3078.190279443792
32.1,28.4,35.7,3.8,7.2,46.8,0.9,41.0,0.3,2979.4585617030866
37.7,25.9,30.7,5.7,7.0,40.3,0.7,46.0,0.3,2357.8561596901773
21.8,29.7,40.6,7.9,5.9,53.1,0.8,31.9,0.4,3921.917393201109
38.2,25.8,28.3,7.7,6.9,37.9,0.6,46.5,0.4,2154.450942812172
25.7,29.5,39.4,5.4,6.4,51.5,1.1,35.4,0.2,3610.409509276488
39.22,27.9,27.13,5.75,6.85,39.15,0.67,47.42,0.16,2180.586691246557
29.4,30.6,33.4,6.6,6.5,47.0,0.9,38.7,0.3,3119.115834144141
21.6,29.9,41.7,6.8,6.0,53.9,0.8,31.8,0.7,4024.621101539601
28.0,29.4,38.7,3.9,6.4,50.9,0.8,37.5,0.5,3527.448545078424
22.0,30.5,42.1,5.4,6.2,54.7,0.8,32.2,0.7,4040.04703803333
33.7,27.1,30.8,8.4,6.6,41.0,0.8,42.6,0.6,2519.918204588601
31.0,29.4,33.9,5.7,6.6,45.9,0.8,40.3,0.7,2992.120967537751
22.3,31.7,42.3,3.7,6.4,56.1,0.8,32.6,0.4,4195.689674223551
37.5,27.3,30.6,4.6,7.1,40.8,0.7,46.1,0.7,2369.988241642317
32.9,27.6,32.0,7.5,6.6,42.7,0.7,42.1,0.4,2665.4064554247807
19.7,27.5,46.3,6.5,5.5,56.4,0.8,30.4,0.4,4180.537450354305
29.14,30.54,35.22,5.1,6.66,48.5,0.72,38.8,0.22,3281.6125379767623
36.4,25.1,31.2,7.3,6.4,40.1,0.6,45.3,0.3,2331.560205368367
22.3,31.7,42.5,3.5,6.5,56.1,0.8,32.8,0.3,4188.385525367193
21.6,32.0,43.4,3.0,6.3,56.6,0.8,32.2,1.1,4220.39525401254
20.7,30.5,43.6,5.2,6.2,55.9,0.9,31.5,0.3,4223.957724207105
12.4,31.0,34.3,22.3,4.7,46.1,0.9,24.2,1.8,3788.0049952082313
34.5,28.5,31.2,5.8,6.8,42.4,0.7,44.0,0.3,2602.2428379283438
19.6,37.5,38.4,4.5,6.2,57.1,1.0,30.8,0.4,4395.034799805096
26.1,29.7,33.0,11.2,5.9,44.7,0.7,36.6,0.9,3040.982502096024
20.3,30.5,45.5,3.7,6.1,57.1,1.0,31.6,0.5,4330.228201966362
46.3,25.7,20.6,7.4,7.0,29.2,0.8,54.7,0.9,1327.527431088243
26.7,29.5,37.3,6.5,6.4,48.6,0.9,37.4,0.2,3353.928453299955
36.3,26.5,31.3,5.9,6.7,40.3,0.8,46.0,0.3,2421.8623180411587
15.1,26.93,35.12,22.85,4.89,43.55,0.7,27.3,0.71,3429.529567389321
34.45,26.6,32.7,6.25,6.4,41.95,0.7,44.5,0.2,2481.2516066412722
33.0,27.2,33.8,6.0,6.5,43.2,0.8,43.3,0.2,2688.2354468620592
25.8,26.7,32.6,14.9,4.4,42.0,1.2,37.0,0.5,2547.185108097714
25.8,26.6,35.5,12.1,5.5,44.3,0.6,37.0,0.5,2971.777793466231
31.0,30.8,33.1,5.1,5.1,46.7,0.9,41.7,0.5,2976.043199086791
21.5,34.2,35.1,9.2,5.7,49.9,1.0,33.3,0.9,3610.623018403416
11.0,33.2,37.6,18.2,4.7,50.1,0.9,24.1,2.0,4194.325410327342
26.3,31.4,38.8,3.5,6.2,50.5,0.9,38.6,0.3,3464.728848960186
25.0,29.0,23.6,22.4,4.0,34.7,1.0,37.5,0.4,2112.550939832085
14.2,32.5,40.3,13.0,4.6,52.4,0.9,28.6,0.5,4093.541994363342
23.6,30.3,27.6,18.5,4.9,38.4,0.7,37.0,0.5,2476.3951242950643
15.8,32.3,23.0,28.9,3.8,35.1,0.8,30.1,1.3,2406.803599953303
34.7,30.1,28.6,6.6,6.0,38.5,1.0,47.3,0.6,2142.0076470407907
22.3,28.0,34.1,15.6,3.8,42.5,1.2,36.4,0.5,2789.3301769605782
26.2,33.7,36.0,4.1,6.0,48.3,1.0,40.1,0.5,3281.009569113753
26.7,32.8,34.4,6.1,5.9,45.8,0.8,41.0,0.4,3014.679843369801
34.7,30.3,29.5,5.5,5.9,38.9,0.9,48.3,0.5,2131.102026842856
34.2,30.6,29.8,5.4,5.9,39.1,1.0,48.1,0.5,2151.038978973033
8.8,31.8,33.3,26.1,3.7,41.1,1.3,25.7,2.1,3455.733119397798
7.3,37.3,38.5,16.9,4.9,59.1,0.9,9.8,8.4,5561.894952901013
17.0,36.5,35.3,11.2,5.7,58.3,1.0,21.0,2.8,4689.641076058182
16.0,38.1,36.2,9.7,5.8,59.2,1.0,21.0,3.3,4844.007451124049
18.2,34.8,37.0,10.0,6.0,56.7,1.0,23.1,3.2,4630.919270987127
10.5,38.0,44.4,7.1,5.6,64.3,1.1,16.3,5.6,5876.492783845476
10.5,35.6,40.3,13.6,5.2,58.5,1.0,16.4,5.3,5230.71942992922
6.6,40.0,41.6,11.8,5.2,64.5,1.0,13.0,4.5,5987.506289759982
9.9,39.1,42.6,8.4,5.5,63.5,1.1,16.1,5.4,5835.965748306195
7.8,39.8,41.1,11.3,5.3,65.3,1.0,14.4,2.7,6069.170590616914
9.3,41.9,39.4,9.4,5.6,64.0,1.0,16.2,3.8,5824.488099343137
15.5,35.9,34.4,14.2,5.5,54.1,0.9,22.2,3.1,4577.414713051935
6.6,40.6,34.2,18.6,4.7,57.6,0.9,14.9,3.3,5220.28203129135
2.5,32.9,48.6,16.0,4.8,65.2,1.2,5.5,7.3,6562.5510647660185
2.4,31.6,48.1,17.9,4.7,63.9,1.1,6.2,6.2,6419.751542829942
5.3,35.7,41.8,17.2,5.0,63.8,1.1,8.5,4.4,6106.5477765846335
1.9,35.5,48.3,14.3,4.9,69.3,1.1,5.9,4.5,6838.681559732146
3.4,35.1,44.5,17.0,4.7,65.3,1.1,8.9,3.0,6224.815027705221
3.9,37.2,42.7,16.2,4.9,64.6,1.1,7.8,5.4,6325.892558510481
2.9,32.4,49.5,15.2,4.9,66.5,1.1,7.2,5.1,6585.1511462927365
6.2,32.7,44.5,16.6,5.0,61.5,1.2,10.9,4.8,5848.052826913858
2.3,35.2,41.5,21.0,4.7,63.7,0.9,6.2,3.5,6208.936270435059
7.7,32.1,44.9,15.3,5.1,62.3,1.0,12.8,3.5,5785.271226715257
8.7,32.3,47.1,11.9,5.3,64.9,1.0,13.8,3.1,5932.866177208583
10.7,35.7,45.2,8.4,5.6,62.9,1.1,17.1,4.9,5673.589389368748
7.1,35.0,39.4,18.5,4.8,58.7,1.0,11.9,5.1,5486.192935972734
10.0,32.2,41.4,16.4,5.0,57.5,0.9,16.6,3.6,5111.164216623636
7.0,30.6,40.0,22.4,4.6,55.7,1.1,11.7,4.5,5220.6184457415
8.8,36.8,48.8,5.6,5.7,67.0,1.2,16.5,4.0,6174.443822255277
6.4,31.4,38.9,23.3,4.5,57.2,1.1,9.9,4.0,5287.529443151364
8.3,40.7,43.1,7.9,5.4,66.5,1.1,15.6,3.5,6072.939270807702
11.7,37.7,40.1,10.5,5.5,61.0,1.0,17.3,4.7,5356.62224531163
9.7,33.6,41.0,15.7,5.3,57.4,0.8,14.7,6.1,5270.972552213463
7.7,39.4,36.6,16.3,5.2,61.1,1.0,13.1,3.3,5569.648122495537
8.9,36.2,46.7,8.2,5.5,64.1,1.1,15.6,5.5,5927.522523268605
7.7,30.9,43.7,17.7,4.7,56.5,1.0,11.3,8.8,5366.209202072583
10.5,29.3,36.7,23.5,4.6,45.3,0.8,14.5,11.3,4221.379702770111
9.1,29.8,39.1,22.0,4.5,52.0,0.8,13.3,7.4,4754.115355653951
8.3,34.2,43.2,14.3,4.9,60.8,1.0,14.0,5.0,5580.211629380148
9.7,31.3,43.9,15.1,4.9,56.3,0.9,15.4,7.4,5170.283241534063
8.8,28.9,43.7,18.6,4.8,54.9,0.9,14.8,6.0,5031.4708076451125
8.4,38.0,35.4,18.2,5.0,55.8,0.9,14.9,5.2,5062.699101770971
10.4,33.5,44.8,11.3,5.3,60.5,1.1,17.0,4.8,5452.958147598615
9.0,36.8,38.2,16.0,4.8,56.0,1.0,16.0,6.2,5079.498703135533
11.1,31.8,42.4,14.7,5.1,55.6,1.1,18.0,5.5,4978.104457889955
13.1,33.0,37.6,16.3,5.1,51.8,1.0,19.8,6.0,4527.967050655062
13.8,34.6,39.2,12.4,5.4,57.3,1.0,20.5,3.4,4889.066604335043
14.9,35.8,37.5,11.8,5.6,55.7,1.0,21.5,4.4,4748.2962789500225
14.7,34.2,42.0,9.1,5.8,59.2,1.1,21.4,3.4,5028.419362584351
13.3,31.7,41.7,13.3,5.3,54.5,0.9,20.4,5.6,4702.832707084231
11.0,34.2,39.4,15.4,5.3,55.2,1.0,18.5,4.6,4900.218137883159
14.2,33.1,40.7,12.0,5.6,56.0,1.0,21.4,4.0,4798.765888910766
11.1,34.8,41.5,12.6,5.4,56.9,1.0,18.7,5.4,5043.715794442642
8.9,34.7,41.4,15.0,4.9,53.9,1.0,17.0,8.2,5023.402922750454
12.8,35.3,40.3,11.6,5.4,57.8,1.0,20.5,3.7,5017.466140398546
13.8,35.1,41.6,9.5,5.7,59.4,1.1,21.5,2.8,5100.611512739082
9.0,37.4,42.3,11.3,5.3,59.8,1.0,18.0,4.6,5459.896878947187
1.19,21.98,61.28,15.55,4.42,73.49,1.47,3.2,1.87,7148.158135707954
1.87,25.62,55.83,16.68,4.59,70.25,1.41,3.94,3.13,6869.13382442123
4.38,22.03,63.48,10.11,4.82,75.25,1.2,6.27,2.35,7091.996163958608
0.9,20.9,56.0,22.2,4.1,64.9,1.2,3.2,4.4,6347.360983386081
0.7,20.3,68.3,10.7,4.4,77.7,1.4,3.1,2.7,7517.567797463619
1.7,24.44,68.31,5.55,5.11,82.28,1.53,4.15,1.38,7955.307612090095
0.99,23.83,64.11,11.07,4.63,77.15,1.48,3.68,1.99,7510.4653778544
0.8,22.1,56.1,21.0,4.4,67.4,1.2,3.6,2.4,6605.944439793561
1.13,21.3,67.48,10.09,4.56,79.11,1.41,3.9,0.93,7631.546723311083
1.1,22.4,69.2,7.3,4.7,80.0,2.3,4.0,1.7,7745.327980291707
4.46,22.34,59.02,14.18,4.66,70.28,1.36,7.0,2.52,6587.033414399949
1.5,27.2,63.1,8.2,4.9,78.3,1.4,4.4,2.8,7686.617773577555
0.7,21.5,64.0,13.8,4.5,75.3,1.3,3.7,1.4,7269.50454517908
1.1,22.9,67.3,8.7,4.7,78.6,1.4,4.1,2.5,7630.005068564943
1.1,21.8,66.6,10.5,4.8,76.6,1.5,4.2,2.4,7469.680508166069
2.1,19.3,72.9,5.7,4.6,81.7,1.8,5.2,1.0,7770.2047672102735
1.3,20.1,66.0,12.6,4.4,76.0,1.7,4.5,0.8,7296.844850810181
1.0,23.3,66.2,9.5,4.8,78.6,1.1,4.7,1.3,7659.698987967692
1.07,21.32,64.6,13.01,4.34,74.23,1.28,3.48,3.66,7336.900435592829
0.99,26.44,61.29,11.28,4.75,76.45,1.45,4.23,1.84,7490.662432604877
1.21,24.2,68.1,6.49,4.7,80.64,1.5,5.08,1.59,7809.031093353228
1.0,21.7,51.8,25.5,4.0,62.0,1.1,5.3,2.1,6076.118324067455
1.09,26.52,66.43,5.96,4.87,80.59,1.55,6.04,0.99,7995.870811287096
1.38,21.18,64.42,13.02,4.29,75.7,1.27,2.84,2.88,7322.68764519438
2.25,23.07,64.9,9.78,4.69,77.43,1.21,4.54,2.35,7391.523924469587
