Moisture,Volatile_matter,Fixed_Carbon,Std.Ash,Hydrogen,Carbon,Nitrogen,Oxygen,Sulfur,GCV_kcal
16.86,37.72,35.98,9.44,5.51,54.46,0.96,28.61,1.02,4302.118578468278
18.6,40.3,32.1,9.0,6.1,52.2,1.0,30.7,1.0,4142.9695554892705
26.0,34.7,32.0,7.3,6.4,47.4,0.9,37.3,0.7,3339.11354671836
20.7,34.31,36.74,8.25,5.81,51.52,0.94,32.91,0.57,3830.055803101119
12.53,46.05,32.96,8.46,5.52,53.28,0.69,29.26,2.79,4514.017563976772
4.67,28.78,54.25,12.3,4.87,70.16,1.42,10.06,1.19,6626.5142619049675
0.7,22.1,58.2,19.0,4.4,68.7,1.2,2.2,4.5,6804.956948574765
2.9,27.5,67.2,2.4,5.5,82.8,1.6,6.9,0.8,7996.081561743879
2.0,27.2,63.6,7.2,5.0,78.0,1.5,7.4,0.9,7536.070081091642
2.9,29.1,57.1,10.9,5.1,72.9,1.3,8.9,0.9,6855.1991485772005
1.3,32.2,56.6,9.9,5.2,74.8,1.1,6.3,2.7,7379.06587996388
1.5,39.1,54.1,5.3,5.6,77.8,1.3,7.3,2.7,7738.529754820728
1.7,38.7,56.1,3.5,5.6,79.5,1.6,8.6,1.2,7774.721882971007
1.8,34.4,54.8,9.0,5.4,73.4,1.7,8.0,2.5,7270.191578245053
2.2,34.1,60.3,3.4,5.6,78.7,1.3,9.7,1.3,7694.391445704135
1.7,36.0,57.4,4.9,5.4,78.9,2.0,7.7,1.1,7611.044563854687
2.3,35.8,59.8,2.1,5.6,80.9,2.0,8.5,0.9,7875.289389406786
3.0,38.6,54.0,4.4,5.5,76.1,2.0,9.8,2.2,7321.909848297948
2.2,33.7,51.1,13.0,5.2,69.5,1.6,9.2,1.5,6798.794053197786
1.9,40.5,49.6,8.0,5.4,71.6,1.7,8.3,5.0,7170.864030745291
2.0,36.65,51.86,9.49,5.14,72.85,1.81,9.3,1.41,7158.066020150901
2.5,37.5,56.7,3.3,5.7,78.4,1.6,9.8,1.2,7586.935012066854
2.2,34.9,58.2,4.7,5.6,77.3,1.4,9.6,1.4,7480.003602321576
3.0,38.2,53.5,5.3,5.7,74.0,1.4,11.0,2.6,7192.699674026763
3.5,25.4,62.4,8.7,4.9,75.4,1.5,8.9,0.6,7104.765974017584
1.7,36.7,50.2,11.4,5.4,72.5,1.8,8.2,0.7,7027.212968241156
1.7,37.2,52.6,8.5,5.3,72.2,1.4,9.0,3.6,7152.748066029762
3.9,35.0,51.5,9.6,5.2,69.8,1.5,11.1,2.8,6732.89550445035
2.9,38.4,56.1,2.6,5.9,78.8,1.7,10.3,0.7,7518.132524709578
2.7,35.3,58.3,3.7,5.4,78.3,1.7,10.2,0.7,7561.155079535077
2.6,38.7,56.2,2.5,5.7,75.2,2.1,13.8,0.7,7681.9154495405855
1.87,36.24,47.85,14.04,5.06,68.98,1.76,8.56,1.6,6763.442765319243
1.6,36.1,46.4,15.9,4.8,65.4,1.5,8.9,3.5,6482.80335417213
2.0,39.5,49.7,8.8,5.1,71.2,1.3,9.3,4.3,7011.15699925549
2.4,34.4,60.6,2.6,5.7,78.8,1.4,10.7,0.8,7678.656495161905
2.6,32.8,42.6,22.0,4.6,59.4,1.3,7.5,5.2,5877.396827519271
2.1,28.1,61.5,8.3,5.2,76.2,1.3,8.5,0.5,7262.177393074092
2.5,34.3,60.0,3.2,5.5,79.3,1.6,9.8,0.6,7652.45814282867
2.4,36.3,59.0,2.3,5.7,79.5,2.1,9.8,0.6,7762.108481149648
1.9,31.6,59.4,7.1,5.3,76.2,1.4,9.4,0.6,7358.636403703314
3.6,35.3,57.8,3.3,5.6,76.7,1.6,11.9,0.9,7295.900604594498
3.0,35.4,56.3,5.3,5.4,75.1,1.6,11.4,1.2,7179.216030003375
4.4,33.0,59.8,2.8,5.5,76.0,1.9,12.2,1.6,7201.892114683932
3.4,34.1,51.3,11.2,5.1,69.7,1.6,11.0,1.4,6600.123961064199
2.7,32.3,45.4,19.6,4.5,64.2,1.4,9.4,0.9,6037.656185375904
2.6,32.6,48.6,16.2,4.8,63.7,1.1,9.6,4.6,6230.39129366721
3.0,35.7,56.4,4.9,5.6,76.8,1.5,10.6,0.6,7284.175045529535
2.9,33.4,60.8,2.9,5.8,78.3,1.3,10.8,0.9,7439.963289345774
1.3,6.7,73.6,18.4,2.0,72.7,0.5,1.3,5.1,6431.303193418197
1.3,27.7,56.5,14.5,4.5,70.7,1.2,1.6,7.5,7001.0268161564945
1.3,5.1,79.4,14.2,1.9,78.9,0.7,2.3,2.0,6842.112222816795
3.57,4.1,83.24,9.09,2.12,82.65,0.9,4.35,0.89,6898.835403611994
1.4,3.8,83.3,11.5,2.0,82.6,0.8,2.5,0.6,7087.016425185705
1.6,4.2,81.0,13.2,1.7,81.1,0.9,2.7,0.4,6826.82619269745
2.1,4.8,86.0,7.1,2.0,86.5,0.7,3.2,0.5,7308.388402133966
3.55,3.89,82.87,9.69,2.24,82.32,0.78,4.51,0.46,6883.193786882106
3.44,4.4,74.08,18.08,2.22,73.47,0.58,4.42,1.23,6154.159411440534
2.1,5.7,87.0,5.2,2.0,88.2,0.7,3.3,0.6,7465.917030038982
1.4,5.6,84.8,8.2,2.1,85.7,0.7,2.7,0.6,7338.754252376432
0.8,7.8,85.3,6.1,3.5,86.2,1.2,2.2,0.8,7906.419376948662
1.8,4.6,85.8,7.8,2.0,85.8,0.7,3.1,0.6,7254.478826040769
1.1,5.7,83.2,10.0,2.0,83.9,0.8,2.6,0.7,7179.889661425899
1.1,7.6,85.4,5.9,2.9,86.7,0.9,2.6,1.0,7816.638287499047
2.0,4.9,81.3,11.8,1.9,81.3,0.8,3.4,0.8,6902.371801388115
1.7,5.2,78.7,14.4,1.9,79.4,0.6,3.3,0.4,6705.265084646814
1.8,6.1,82.8,9.3,2.0,83.5,0.6,3.4,1.2,7123.670175583833
1.8,6.7,81.8,9.7,2.6,82.6,0.9,3.4,0.8,7238.078641897857
1.2,6.2,80.8,11.8,2.8,80.9,0.8,2.9,0.8,7156.228332630924
0.8,8.8,70.5,19.9,3.1,72.0,1.0,2.6,1.4,6612.591155756334
1.2,9.9,79.4,9.5,3.3,82.1,1.3,3.0,0.8,7501.649635396875
1.6,4.5,80.0,13.9,2.0,79.2,0.8,3.5,0.6,6843.161372540218
4.48,6.14,77.22,12.16,2.24,78.19,0.56,6.07,0.78,6544.865519469963
2.67,5.16,77.57,14.6,2.04,77.75,0.56,4.65,0.4,6500.299981915122
1.8,5.7,82.1,10.4,1.7,82.6,0.8,3.9,0.6,7030.964945938158
7.59,9.29,77.45,5.67,4.11,79.06,1.52,9.05,0.59,6825.174253245445
3.81,5.16,84.34,6.69,2.2,84.3,0.55,5.73,0.53,6950.5405538596015
2.0,27.8,59.3,10.9,4.9,75.3,1.3,4.2,3.4,7353.879376789866
1.4,6.8,85.0,6.8,2.5,85.6,0.8,3.7,0.6,7475.5189887109145
1.5,6.3,80.3,11.9,2.7,80.3,0.8,3.8,0.5,7101.598320872637
1.4,8.1,80.7,9.8,3.0,81.5,1.0,3.8,0.9,7272.984909707061
1.5,30.7,59.5,8.3,5.0,78.7,1.4,3.9,2.7,7790.540240889977
1.3,10.1,70.0,18.6,3.4,72.4,0.8,3.8,1.0,6616.473242368902
0.7,7.9,64.2,27.2,2.9,65.1,0.9,3.3,0.6,5902.773339772113
3.36,4.04,65.64,26.96,1.87,64.21,0.52,5.81,0.63,5364.356154372777
1.4,6.8,81.2,10.6,2.4,81.5,0.8,4.2,0.5,7119.851793949713
1.11,11.91,60.09,26.89,3.19,63.9,1.12,3.96,0.94,5950.297831701399
1.6,8.6,77.9,11.9,3.3,78.9,0.9,4.4,0.6,7198.7959648360675
1.6,28.6,58.7,11.1,5.0,75.9,1.3,4.6,2.1,7367.46162595461
1.7,29.3,58.8,10.2,4.8,76.3,1.3,4.7,2.7,7398.214893800712
5.38,5.99,77.47,11.16,2.41,76.78,0.54,8.71,0.4,6390.750916644204
3.32,13.69,56.68,26.31,3.14,60.38,1.04,8.43,0.7,5349.946746029448
1.0,37.8,53.1,8.1,5.4,75.4,1.6,6.4,3.1,7500.400375801515
1.0,36.6,52.8,9.6,5.2,74.8,1.6,6.8,2.0,7450.898010528165
1.4,34.8,53.3,10.5,5.2,73.4,1.6,7.4,1.9,7234.726282053062
10.91,16.04,58.8,14.25,4.28,63.63,1.12,16.09,0.63,5242.395177681738
1.6,30.1,56.1,12.2,4.8,71.3,1.4,9.8,0.5,6908.797310220602
6.8,27.0,50.5,15.7,4.9,62.0,1.3,15.5,0.6,5527.676518291548
17.8,17.4,54.1,10.7,4.4,58.0,0.9,25.6,0.4,4232.022609197259
8.1,34.5,50.7,6.7,5.8,67.5,1.3,17.9,0.8,6006.595300729815
18.3,19.63,39.67,22.4,4.22,44.72,0.96,27.3,0.4,3242.66453895543
19.64,21.99,46.82,11.55,4.51,53.32,1.05,29.18,0.39,3753.714596329095
17.2,31.1,40.1,11.6,5.2,52.8,1.1,28.9,0.4,3866.282334614835
0.7,16.0,68.8,14.5,4.2,72.8,1.3,0.9,6.3,7159.872105969849
0.7,20.3,62.6,16.4,4.1,71.6,1.0,1.4,5.5,6938.819743051131
1.7,19.5,49.7,29.1,3.9,59.5,1.1,2.8,3.6,5774.516213188026
1.29,19.76,68.73,10.22,4.25,77.08,1.36,2.7,4.39,7460.265998144916
1.9,21.1,54.7,22.3,4.2,65.1,1.2,3.4,3.8,6335.600722400307
0.8,15.8,74.5,8.9,4.3,80.8,1.5,2.7,1.8,7783.107884331417
1.6,19.1,63.7,15.6,4.4,72.0,1.5,3.5,3.0,6945.305452992714
2.3,17.21,62.72,17.77,3.82,69.32,1.06,4.13,3.9,6647.532526747461
1.2,18.8,69.6,10.4,4.6,79.6,1.1,3.3,1.0,7550.4591684258
1.71,18.59,69.95,9.75,4.56,79.23,1.53,3.77,1.16,7624.424732668817
0.7,21.2,62.0,16.1,4.3,72.3,1.1,2.9,3.3,7021.540595465925
1.6,16.7,72.6,9.1,4.5,80.7,1.2,3.7,0.8,7649.292691842921
1.89,19.9,67.92,10.29,4.58,78.45,1.35,3.98,1.35,7504.301914024179
3.89,18.25,67.69,10.17,4.51,75.86,1.28,5.81,2.37,7105.944050369368
0.9,21.7,52.5,24.9,3.7,65.0,1.1,3.2,2.1,6237.949354822941
1.46,21.0,63.42,14.12,4.41,73.83,1.57,3.9,2.17,7113.252699082482
1.4,21.3,65.0,12.3,4.8,74.7,1.2,3.9,3.1,7245.671404974399
0.7,26.1,58.2,15.0,4.5,72.2,1.2,3.3,3.8,7125.115446455487
2.6,23.93,62.03,11.44,4.81,75.66,1.27,5.02,1.8,7249.438785843492
2.69,23.4,62.4,11.51,4.6,73.82,1.44,5.13,3.5,7161.093133979829
2.8,21.7,62.9,12.6,4.8,73.4,1.2,5.3,2.7,7006.802391856656
2.3,18.4,65.5,13.8,4.5,74.6,1.3,4.9,0.9,7034.73612684552
0.8,26.5,61.2,11.5,4.7,76.8,1.3,3.6,2.1,7399.2847442982875
1.41,22.27,68.84,7.48,4.6,80.54,1.5,4.16,1.72,7760.981267032269
1.2,24.3,57.4,17.1,4.4,70.9,1.2,4.0,2.4,6844.203022502379
1.49,20.33,66.46,11.72,4.64,76.71,1.77,4.27,0.89,7380.130769632113
5.13,22.16,61.18,11.53,4.84,72.82,1.27,7.54,2.0,6777.8366510675305
3.5,26.5,59.3,10.7,5.1,74.5,1.4,6.1,2.2,7118.6626375366295
2.3,19.0,66.8,11.9,4.3,75.9,1.3,5.1,1.5,7176.310192568631
3.7,23.5,62.8,10.0,5.1,74.5,1.4,6.4,2.6,7123.169853134808
1.2,24.1,66.1,8.6,4.9,79.4,1.3,4.2,1.6,7739.6702081663425
2.1,29.3,61.8,6.8,5.1,79.9,1.4,5.1,1.7,7634.410980063096
1.7,25.1,59.3,13.9,4.5,72.9,1.3,4.8,2.6,7132.0057756824235
1.5,28.2,58.1,12.2,4.7,72.0,1.2,4.9,5.0,7132.82431252402
1.1,28.9,56.9,13.1,4.6,74.0,1.3,4.6,2.4,7244.672257640142
1.2,25.5,58.5,14.8,4.6,72.6,1.2,4.7,2.1,7067.896911205983
1.1,25.6,61.6,11.7,4.6,76.7,1.4,4.7,0.9,7378.094732534481
1.36,25.42,62.09,11.13,4.59,75.45,1.47,4.94,2.42,7397.564342057504
2.1,23.6,67.8,6.5,4.8,81.0,1.2,5.6,0.9,7723.993760538859
0.8,25.1,55.5,18.6,4.4,68.9,1.2,4.5,2.4,6705.0499752523565
2.0,24.8,61.6,11.6,4.8,75.3,1.2,5.6,1.5,7201.580098342467
0.8,28.8,59.4,11.0,4.7,76.1,1.4,4.6,2.2,7496.803005444041
3.43,28.8,63.53,4.24,5.42,81.52,1.33,6.95,0.54,7793.281661584079
1.98,26.72,64.47,6.83,4.94,79.49,1.4,5.68,1.66,7661.119156135258
1.6,25.1,58.6,14.7,4.8,72.4,1.4,5.4,1.3,7018.518552335454
6.33,28.79,52.29,12.59,4.92,69.17,1.07,9.7,2.55,6381.667341948255
3.55,23.83,62.92,9.7,4.77,75.18,1.24,7.33,1.78,7178.151978684253
1.6,29.5,59.5,9.4,5.0,77.2,1.4,5.7,1.3,7496.371783502346
1.4,26.5,62.7,9.4,4.9,78.0,1.5,5.6,0.6,7557.656713191613
2.3,26.5,63.4,7.8,5.0,78.4,1.3,6.4,1.1,7530.880432599525
3.0,25.0,63.3,8.7,4.8,75.8,1.3,7.2,2.2,7219.666962073539
2.1,29.3,60.5,8.1,5.2,76.9,1.4,6.5,1.9,7463.175697717863
1.6,33.7,54.0,10.7,5.1,73.6,1.4,6.4,2.8,7217.886478146612
1.7,33.2,54.8,10.3,4.9,74.5,1.4,6.7,2.2,7291.849212065716
4.15,25.57,65.74,4.54,5.03,79.57,1.37,8.94,0.55,7366.520329485792
1.4,39.8,49.7,9.1,5.5,73.9,1.7,6.5,3.3,7460.235258677586
1.5,30.2,61.3,7.0,5.0,77.0,1.4,6.8,2.8,7650.565052613729
2.0,32.5,51.3,14.2,5.1,69.9,1.4,7.3,2.1,6800.740945840161
1.5,34.1,56.2,8.2,5.3,76.4,1.4,6.9,1.8,7545.066510472518
1.9,35.0,58.7,4.4,5.6,79.7,1.7,8.0,0.6,7786.078527824207
1.6,37.9,51.1,9.4,5.4,73.4,1.4,7.8,2.6,7308.5172093393785
2.0,34.2,50.9,12.9,5.1,69.8,1.3,8.2,2.7,6917.072503802625
2.55,18.92,62.83,15.7,4.36,71.32,1.13,5.29,2.2,6814.419399744966
1.1,29.1,57.1,12.7,4.7,72.2,1.4,2.7,6.3,7197.989226981933
2.28,20.89,68.81,8.02,4.62,78.57,1.31,3.77,3.71,7540.6309390905035
1.0,22.0,60.7,16.3,4.2,69.0,1.0,2.7,6.8,6807.961290835587
6.24,21.39,60.94,11.43,4.96,72.14,1.3,7.5,2.67,6665.71689454029
4.34,19.68,67.21,8.77,4.4,76.11,1.17,6.0,3.55,7164.989369823513
1.8,20.7,59.8,17.7,4.4,68.5,1.1,3.9,4.4,6617.326782077142
2.56,26.2,56.67,14.57,4.8,69.87,1.22,4.83,4.71,6869.458468545429
2.2,25.4,63.94,8.46,4.87,79.22,1.31,4.84,1.3,7601.574811165324
3.27,22.46,65.19,9.08,4.91,76.85,1.28,5.83,2.05,7327.26068433414
1.27,23.1,62.78,12.85,4.45,73.49,1.5,4.06,3.65,7214.644553480601
2.6,27.9,62.7,6.8,5.0,79.4,1.4,5.4,2.0,7595.42011775655
1.71,18.41,58.54,21.34,4.08,66.75,1.27,4.63,1.93,6394.266604092336
3.29,21.23,69.79,5.69,4.81,81.28,1.46,6.09,0.67,7600.608643672937
0.84,26.58,61.87,10.71,4.74,76.05,1.48,3.95,3.07,7445.288542597617
2.7,21.9,56.7,18.7,4.5,68.0,1.0,5.7,2.1,6399.532176919146
3.55,22.48,64.22,9.75,4.75,76.55,1.25,6.46,1.24,7267.565400697701
1.0,23.9,45.4,29.7,3.7,56.4,1.0,4.2,5.0,5682.6735229641035
1.83,20.73,62.71,14.73,4.42,74.19,1.03,5.12,0.51,7069.166792756349
1.73,26.1,64.28,7.89,4.85,79.51,1.48,5.4,0.87,7641.447236969556
1.3,26.5,58.3,13.9,4.7,73.4,1.1,5.1,1.8,7086.505101494526
3.04,31.29,59.93,5.74,5.26,78.28,1.52,6.81,2.39,7564.307991111075
1.01,29.79,54.76,14.44,4.66,71.15,1.39,5.14,3.22,7061.195100659456
1.49,30.43,59.02,9.06,4.8,75.96,1.57,5.61,3.0,7479.630625341054
1.53,28.42,61.29,8.76,4.82,77.98,1.5,5.66,1.28,7533.413424418992
2.7,28.9,63.6,4.8,5.1,80.6,1.2,6.7,1.6,7700.981860911361
1.26,18.48,64.55,15.71,4.36,71.15,1.62,5.53,1.63,7009.295071265121
1.39,28.71,49.51,20.39,4.45,65.02,1.12,5.76,3.26,6430.9612066932
1.93,38.39,51.95,7.73,5.24,75.16,1.43,6.38,4.06,7497.417453241005
2.4,29.0,60.1,8.5,5.1,77.0,1.1,6.9,1.4,7308.14919079974
1.3,22.7,58.4,17.6,4.3,70.1,1.3,6.0,0.7,6699.187794028854
1.6,43.7,47.3,7.4,5.7,74.3,1.4,6.3,4.9,7539.571447339611
4.66,31.12,53.52,10.7,5.21,71.26,1.24,9.02,2.57,6788.055639460606
2.5,31.4,60.6,5.5,5.1,79.7,1.4,7.3,1.0,7635.687341502729
1.98,36.09,54.71,7.22,5.23,77.21,1.41,7.25,1.68,7534.373240998895
1.96,36.38,51.83,9.83,5.24,74.04,1.38,7.24,2.27,7242.658901349174
2.98,35.43,53.87,7.72,5.43,74.83,1.3,8.16,2.56,7339.525609987401
2.27,37.21,46.95,13.57,5.16,68.47,1.34,7.73,3.73,6873.092924505795
1.9,34.2,54.8,9.1,5.3,74.6,1.7,7.5,1.8,7279.760234633149
1.9,33.9,54.9,9.3,5.3,75.4,1.3,7.5,1.2,7373.940734195517
0.93,33.43,58.4,7.24,5.07,76.72,1.45,6.8,2.72,7748.139564357392
2.8,30.9,46.2,20.1,4.7,63.6,1.3,8.5,1.8,6149.068609324131
3.1,32.6,48.6,15.7,5.3,67.2,1.3,8.9,1.6,6517.8054278487425
3.17,34.23,58.2,4.4,5.48,77.88,1.46,9.02,1.76,7554.166075901472
2.3,35.7,53.2,8.8,5.3,75.3,1.6,8.3,0.7,7287.986627220882
1.8,32.9,52.1,13.2,4.9,69.4,1.5,8.0,3.0,6849.973699473132
1.1,37.3,53.7,7.9,5.3,75.2,1.4,7.5,2.7,7445.54775488751
1.8,32.6,59.3,6.3,5.2,77.7,1.3,8.2,1.3,7615.282865242515
1.3,31.9,60.9,5.9,5.2,78.1,1.4,8.2,1.2,7583.384641805583
2.9,37.3,52.2,7.6,5.8,73.1,1.5,10.0,2.0,7103.107294334281
2.73,18.73,71.73,6.81,4.67,80.14,1.34,4.47,2.57,7634.892562662807
1.14,22.92,57.69,18.25,4.35,68.38,1.05,3.29,4.68,6743.463950668172
1.15,28.34,61.18,9.33,4.92,77.05,1.52,5.99,1.19,7496.153674203384
2.23,21.26,66.83,9.68,4.46,77.37,1.12,2.86,4.51,7432.146125769264
3.3,21.1,57.5,18.1,4.2,67.5,1.0,4.8,4.4,6376.122457949067
2.77,16.31,68.36,12.56,4.32,75.11,1.18,4.7,2.13,7112.033710816488
1.31,21.82,56.14,20.73,4.2,67.84,0.95,3.43,2.85,6590.043558227682
2.4,28.3,61.2,8.1,4.9,78.3,1.3,4.5,2.9,7518.877659429186
1.82,17.52,57.23,23.43,3.84,63.01,1.31,4.05,4.36,6180.529952559997
1.37,30.86,54.57,13.2,4.72,72.24,1.47,3.69,4.68,7214.438802068505
1.53,17.39,61.95,19.13,4.03,69.47,1.24,4.06,2.07,6682.985868702156
1.16,19.7,64.47,14.67,4.14,73.14,1.24,3.88,2.93,7067.496531435354
2.95,21.7,63.33,12.02,4.83,74.53,1.4,5.54,1.68,7110.805061233839
1.26,28.54,56.12,14.08,4.54,69.87,1.36,4.08,6.07,6996.162024361425
1.57,29.57,59.18,9.68,4.86,76.49,1.17,4.49,3.31,7433.09975146344
1.1,30.74,53.99,14.17,4.7,71.25,1.47,4.28,4.13,7145.866437958962
3.08,25.05,59.57,12.3,4.72,73.56,1.17,6.12,2.13,7044.191419804098
1.6,23.24,60.7,14.46,4.47,72.86,1.4,4.85,1.96,7019.601004342713
1.37,28.15,60.57,9.91,4.79,77.21,1.49,4.7,1.9,7527.604016197095
1.13,29.94,61.63,7.3,5.01,79.72,1.39,4.5,2.08,7840.567890397362
2.65,22.77,60.18,14.4,4.53,73.04,1.15,6.1,0.78,7034.360357756427
1.2,29.6,60.4,8.8,5.1,78.6,1.2,4.9,1.4,7622.290200298944
2.4,33.32,53.16,11.12,5.09,74.33,1.34,6.11,2.01,7199.222385975174
1.0,28.2,58.3,12.5,4.7,74.7,1.2,5.0,1.9,7321.201813511988
1.4,28.2,57.5,12.9,4.7,73.7,1.3,5.5,1.9,7112.160626362371
1.62,29.39,58.42,10.57,4.96,75.66,1.25,5.72,1.84,7374.22848857046
1.06,32.08,58.02,8.84,4.87,76.25,1.43,5.3,3.31,7527.615936995963
5.1,23.12,62.3,9.48,4.89,74.56,1.25,8.94,0.88,6919.0150972188
3.33,29.42,56.87,10.38,4.98,73.45,1.36,7.5,2.33,7064.111100987246
6.95,29.49,53.83,9.73,5.36,71.38,1.07,11.18,1.28,6600.817144412097
2.65,30.64,55.66,11.05,5.04,73.93,1.29,7.43,1.26,7095.499080316467
3.47,31.81,55.74,8.98,5.21,73.66,1.39,8.18,2.58,7181.982101982816
1.0,28.1,57.3,13.6,4.7,73.2,1.2,6.1,1.2,7175.0708331358255
2.5,35.4,51.6,10.5,5.5,72.4,1.5,7.5,2.6,7088.003673217224
1.18,34.47,54.5,9.85,5.16,75.21,1.49,6.37,1.92,7429.148471193642
5.88,32.67,53.31,8.14,5.56,72.9,1.47,10.62,1.31,6814.613610123174
3.1,30.2,46.4,20.3,4.8,64.1,1.3,8.2,1.3,6127.376672455311
1.5,32.7,48.7,17.1,4.8,67.1,1.3,6.8,2.9,6692.7052846223305
1.6,34.97,50.41,13.02,4.91,70.8,1.45,6.9,2.92,6946.9783344532325
1.55,38.94,42.62,16.89,4.76,66.21,1.43,6.86,3.85,6659.771561505162
3.04,34.34,54.34,8.28,5.31,74.71,1.44,8.26,2.0,7245.197381847423
3.12,32.71,50.1,14.07,5.22,70.13,1.27,8.35,0.96,6819.224630537951
2.2,36.1,53.9,7.8,5.3,76.2,1.6,7.7,1.4,7382.296734122428
1.99,32.4,57.59,8.02,5.2,77.14,1.33,7.54,0.77,7494.986797335852
2.12,38.8,51.6,7.48,5.44,74.88,1.42,7.67,3.11,7362.787521560725
1.47,33.77,53.63,11.13,5.08,72.98,1.39,7.23,2.19,7159.630424969016
2.86,31.68,57.6,7.86,5.17,74.56,1.4,8.55,2.46,7352.97507277404
2.0,37.6,49.6,10.8,5.3,71.4,1.2,7.9,3.4,7062.903472232256
4.45,32.69,59.82,3.04,5.5,79.28,1.39,10.23,0.56,7480.775838885456
3.03,32.9,62.37,1.7,5.63,81.78,1.26,9.04,0.59,7855.72111503093
1.78,34.79,52.52,10.91,5.16,72.18,1.42,8.06,2.27,7104.886739281542
2.11,34.99,54.54,8.36,5.24,74.69,1.44,8.85,1.42,7389.090259106094
1.52,39.91,47.53,11.04,5.19,70.18,1.5,9.06,3.03,7128.126029759676
3.0,39.0,51.2,6.8,5.4,74.4,1.6,10.9,0.9,7134.011871058032
3.6,16.49,67.54,12.37,4.47,74.79,1.29,5.31,1.77,6987.116650678722
3.55,28.74,50.27,17.44,4.75,65.6,1.16,7.94,3.11,6310.349864586997
4.44,20.94,57.31,17.31,4.58,67.99,1.1,6.97,2.05,6373.583177317053
1.23,27.51,59.18,12.08,4.68,73.65,1.4,5.71,2.48,7205.517016808298
1.69,26.96,56.34,15.01,4.63,71.07,1.39,5.59,2.31,6915.554141308653
0.76,22.57,59.27,17.4,4.09,71.27,1.07,2.79,3.38,6970.454454971969
1.26,25.85,52.59,20.3,4.2,65.04,0.94,3.25,6.27,6469.5564422625275
2.57,21.15,54.63,21.65,4.31,64.86,1.13,4.81,3.24,6319.904061244305
1.01,26.16,53.56,19.27,4.33,67.79,1.2,3.5,3.91,6760.647100332792
1.7,17.8,70.7,9.8,4.4,77.8,1.3,4.2,2.5,7490.9162230928405
3.19,26.03,56.76,14.02,4.71,71.7,1.35,5.66,2.56,6886.327526297712
1.31,27.23,59.94,11.52,4.83,76.8,1.52,4.02,1.31,7497.146690363387
2.29,15.46,67.02,15.23,4.1,73.35,1.02,5.08,1.22,6915.071689309866
1.74,21.96,64.21,12.09,4.41,76.26,0.99,4.64,1.61,7356.979462818163
2.74,20.69,70.51,6.06,4.58,81.64,1.48,5.53,0.71,7720.478653486263
2.03,29.49,60.82,7.66,5.1,78.15,1.31,5.01,2.77,7615.376029474269
1.27,29.07,51.89,17.77,4.27,68.17,1.21,4.42,4.16,6664.494705739236
1.85,32.74,58.24,7.17,5.03,78.05,1.72,5.13,2.9,7576.462362162603
3.85,29.66,49.58,16.91,4.83,67.46,1.18,6.92,2.7,6470.627272028291
1.33,20.08,62.29,16.3,4.12,72.72,1.11,4.69,1.06,6972.059322674004
1.25,26.44,53.09,19.22,4.46,67.86,1.28,4.63,2.55,6699.322601043273
2.77,20.86,63.88,12.49,4.45,75.33,1.06,5.99,0.68,7108.824966622905
1.82,31.33,57.24,9.61,5.15,76.25,1.33,5.23,2.43,7485.600870003552
1.73,31.57,58.27,8.43,5.12,77.14,1.33,5.19,2.79,7563.417126954042
1.62,22.65,58.97,16.76,4.48,71.19,1.23,5.14,1.2,6914.476781495981
3.35,27.69,57.8,11.16,5.0,74.68,1.25,6.75,1.16,7096.478725882989
4.26,23.2,55.29,17.25,4.58,68.38,1.32,7.59,0.88,6507.85449143232
2.16,31.08,54.94,11.82,4.9,72.84,1.3,5.76,3.38,7155.576780123396
5.44,26.45,47.43,20.68,4.61,63.17,1.13,8.84,1.57,5848.7208980038295
1.65,30.82,56.33,11.2,4.98,73.47,1.28,5.52,3.55,7231.1358621112795
1.92,29.15,61.99,6.94,5.03,80.11,1.31,5.76,0.85,7653.253841225306
1.91,30.97,55.82,11.3,4.82,72.48,1.1,5.87,4.43,7146.099857280114
1.44,37.0,45.39,16.17,4.94,66.58,1.23,5.56,5.52,6716.495000253933
2.66,29.83,54.07,13.44,4.88,71.53,1.26,6.68,2.21,6942.425836060872
6.47,24.82,58.54,10.17,5.11,70.71,1.16,10.2,2.65,6701.8382502619415
1.81,29.62,57.33,11.24,5.02,74.06,1.18,6.3,2.2,7268.371090018335
1.68,29.42,59.61,9.29,4.98,76.3,1.11,6.32,2.0,7439.541628405455
1.92,36.8,53.91,7.37,5.35,75.63,1.28,6.54,3.83,7456.201705549074
2.9,35.6,44.9,16.6,4.8,67.0,1.5,7.5,2.6,6499.504851971727
1.85,33.36,50.55,14.24,4.83,70.45,1.36,6.73,2.39,6817.62845204976
1.48,27.25,62.39,8.88,4.73,77.84,1.23,6.41,0.91,7542.756039435786
3.29,28.81,56.25,11.65,4.95,72.41,1.14,8.38,1.47,6928.5387430970395
1.81,37.97,49.62,10.6,5.36,71.92,1.53,7.1,3.49,7152.304963893001
4.15,31.14,45.11,19.6,4.83,63.01,1.15,9.46,1.95,6059.926549691508
1.7,37.0,50.9,10.4,5.0,74.1,1.5,7.8,1.2,7272.679796012106
3.32,34.2,58.0,4.48,5.34,78.18,1.65,9.41,0.94,7471.594041201592
2.89,34.37,47.86,14.88,4.78,66.92,1.24,9.2,2.98,6496.386745020276
2.33,39.5,51.21,6.96,5.43,74.86,1.55,8.83,2.37,7405.009529417814
